Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1470301200.0 250405.0 234 0 100 NA 316 0 160 NA 1280 312 305 NA 1839 325 379 NA
1470301200.0 250406.0 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA NA
1470301200.0 25200.0 NA 204 318 0 NA 281 403 0 NA 2249 2547 1005 NA 4418 5769 1079
1470301200.0 25206.0 NA 207 0 NA NA 273 0 NA NA 3427 0 NA NA 9758 0 NA
1470301200.0 25209.0 NA 203 319 0 NA 272 418 0 NA 2564 3150 1019 NA 3826 6540 1041
1470301200.0 25210.0 70 199 313 0 155 267 390 0 1597 886 1248 1022 4242 1792 2152 1041
1470301200.0 25212.0 60 211 324 0 155 276 402 0 5496 3139 3603 1533 8011 7384 8329 1552
1470301200.0 25213.0 60 0 NA NA 155 0 NA NA 7577 0 NA NA 10108 0 NA NA
1470301200.0 25400.0 264 0 100 NA 370 0 160 NA 3613 381 290 NA 7019 402 389 NA
1470301200.0 25405.0 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA NA
1470301200.0 25406.0 266 0 107 NA 355 0 160 NA 2197 335 233 NA 3222 341 296 NA
1470301200.0 3.0 53 66 122 NA 98 138 176 NA 8083 262 1241 NA 8185 306 1264 NA
1470301200.0 300.0 67 182 253 0 118 249 333 0 3879 936 1207 304 4163 1170 1303 333
1470301200.0 301.0 67 0 NA NA 119 0 NA NA 4424 0 NA NA 4650 0 NA NA
1470301200.0 34.0 49 71 191 0 97 142 254 0 7541 431 610 563 7987 462 658 577
1470301200.0 4.52 NA 31 221 0 NA 78 276 0 NA 162 7227 493 NA 284 7456 513
1470301200.0 4.54 NA 39 222 0 NA 79 277 0 NA 159 7287 558 NA 227 7373 589
1470301200.0 4.55 NA 36 220 0 NA 78 275 0 NA 177 8420 480 NA 327 8744 517
1470301200.0 4.57 NA 58 220 0 NA 92 275 0 NA 139 5748 506 NA 179 5867 516
1470301200.0 4.61 NA 38 221 0 NA 79 277 0 NA 150 6723 524 NA 378 7905 604
1470301200.0 4.67 NA 60 224 0 NA 94 281 0 NA 164 8593 485 NA 486 9293 593
1470301200.0 4.71 NA 40 210 0 NA 79 271 0 NA 148 5193 509 NA 204 5278 524
1470301200.0 4.74 NA 40 219 0 NA 79 272 0 NA 155 6260 548 NA 211 6478 575
1470301200.0 500200.1 59 98 167 NA 104 155 228 NA 6633 633 1470 NA 6871 801 1554 NA
1470301200.0 500207.0 NA 114 239 0 NA 182 304 0 NA 4041 1738 526 NA 4787 1923 536
1470301200.0 50203.0 NA 109 260 0 NA 162 344 0 NA 1407 2406 562 NA 1568 2865 571
1470301200.0 50204.0 NA 108 267 0 NA 163 343 0 NA 1442 2334 560 NA 3619 4083 576
